timestamp,consent,birthplace,address,gender,parent_age,education,occupation,parent1_L1,eng_und,eng_spk,eng_read,eng_write,fr_und,fr_spk,fr_read,fr_write,parent1_OL1,ol1_und,ol1_spk,ol1_read,ol1_write,parent1_OL2,ol2_und,ol2_spk,ol2_read,ol2_write,parent1_OL3,ol3_und,ol3_spk,ol3_read,ol3_write,child_dob,child_sex,langdevissue_yn,langdevissue_details,family_config,oldersib_yn,sib1_dob,sib2_dob,sib3_dob,sibX_dobs,child_languages,eng_freq,fr_freq,ol1_used,ol1_freq,ol2_used,ol2_freq,ol3_used,ol3_freq,between_caregivers,caregiver2_used,view_betterlearner,view_reasoning,view_schoolsuccess,view_heritage,view_employment,view_better_lang_learning,view_comm_family,view_compete_jobs,view_full_comm_member,view_success_workworld,view_flex_think,view_belong_social,concern_general,concern_exposure,concern_help,concern_challenging,concern_confused,concern_distinguish,concern_shrt_delay,concern_lng_prob,concern_prep_school,concern_fluent,id,clean_dobs
2020/09/23 11:25:38 pm CET,I agree,Outside of Canada,Pincourt,Male,45,Master’s degree (or equivalent),Research assistant,Persian,4,4,5,5,3,3,2,3,Persian,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-08,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,One language other than English or French,3,2,NA,NA,NA,NA,NA,NA,One language other than English or French,NA,5,5,5,3,5,5,5,5,5,5,5,4,1,2,2,1,1,1,2,1,1,1,eng_180,1/1/2008
2020/09/24 12:00:02 am CET,I agree,Outside of Canada,Montreal,Female,38,Bachelor’s degree (or equivalent),Unemployed,Arabic; Romanian.,5,5,4,4,3,2,3,2,Arabic,5,5,5,5,Romanian,5,4,4,4,NA,NA,NA,NA,NA,Jul-18,Male,No,NA,With a partner who lives in the same household,Yes,Oct-11,NA,NA,NA,English;Several languages other than English or French,3,1,Arabic,3,Romanian,3,NA,NA,English;One language other than English or French,English;One language other than English or French,3,3,4,4,4,4,5,4,4,4,4,4,2,4,3,2,3,3,4,3,2,2,eng_181,7/1/2018
2020/09/24 12:34:57 am CET,I agree,Outside of Canada,Pierrefonds,Female,33,J.D.,Lawyer,"Arabic, french",5,5,5,5,5,5,5,5,Arabic,5,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-17,Male,Yes,Delay in speech and communication,With a partner who lives in the same household,No,NA,NA,NA,NA,One language other than English or French,3,1,Arabic,4,NA,NA,NA,NA,English,One language other than English or French,4,2,2,4,5,5,5,5,2,3,3,3,5,4,1,4,5,4,5,5,1,1,eng_182,12/1/2017
2020/09/24 2:33:21 pm CET,I agree,In Quebec,Valcourt,Female,40,Bachelor’s degree (or equivalent),Community Development Agent,Mandarin; English,5,5,5,5,4,3,3,2,Mandarin,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-17,Female,No,NA,With a partner who lives in the same household,Yes,Feb-15,NA,NA,NA,English;French;One language other than English or French,5,2,Mandarin,2,NA,NA,NA,NA,English,English,5,3,5,5,5,5,5,5,4,5,4,4,1,3,4,1,1,1,4,1,2,NA,eng_184,1/1/2017
2020/09/24 2:34:57 pm CET,I agree,Outside of Canada,Montreal,Female,39,Doctor of PT,PT,English,5,5,5,5,4,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-20,Male,No,NA,With a partner who lives in the same household,Yes,Mar-14,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,2,1,1,1,1,1,eng_185,4/1/2020
2020/09/24 5:56:26 pm CET,I agree,Outside of Canada,Sept îles,Female,38,Master’s degree (or equivalent),Unemployed,French,5,5,5,5,5,5,5,5,French,5,5,5,5,English,5,5,5,5,NA,NA,NA,NA,NA,Sep-18,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,2,4,NA,4,English,2,NA,NA,English,English,5,5,3,5,4,5,5,3,5,4,5,4,1,5,1,1,5,2,1,1,1,1,eng_187,9/1/2018
2020/09/24 7:49:10 pm CET,I agree,In Quebec,Sept-Iles,Female,34,Master’s degree (or equivalent),Director,French,4,4,4,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-16,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,French,3,5,NA,NA,NA,NA,NA,NA,One language other than English or French,French,4,4,5,5,5,5,3,5,5,5,5,4,4,5,4,3,3,3,2,2,1,1,eng_188,9/1/2016
2020/09/24 8:07:17 pm CET,I agree,In Quebec,Montréal,Female,43,Master’s degree (or equivalent),Community relations advisor,French,5,5,5,5,5,5,5,5,Spanish,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-13,NA,No,NA,With a partner who lives in the same household,Yes,Mar-11,NA,NA,NA,English;French;One language other than English or French,5,5,Spanish,5,NA,NA,NA,NA,One language other than English or French,French;One language other than English or French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,eng_189,4/1/2013
2020/09/24 8:39:03 pm CET,I agree,Outside of Canada,Dollard Des Ormeaux,Female,38,Doctoral degree (PhD or MD),Vice-President,Hindi,5,5,5,5,3,2,3,1,HINDI,5,5,5,5,Punjabi,4,1,1,1,NA,NA,NA,NA,NA,Aug-17,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;Several languages other than English or French,3,1,HINDI,5,PUNJABI,2,NA,NA,English,English;French,4,3,4,5,5,3,5,5,4,4,4,4,2,4,3,3,3,3,3,3,2,2,eng_190,8/1/2017
2020/09/24 8:45:27 pm CET,I agree,In Quebec,Gatineau,Female,38,Cegep or DEP (or equivalent),HR Advisor (fed gov),English,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-19,Female,No,NA,With a partner who lives in the same household,Yes,Sep-16,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English,English,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,2,2,2,4,1,1,1,eng_191,5/1/2019
2020/09/24 9:21:16 pm CET,I agree,Outside of Canada,Montreal,Female,38,Master’s degree (or equivalent),"Executive Director, Oxfam Canada",English; French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-20,Male,No,NA,With a partner who lives in the same household,Yes,Dec-17,NA,NA,NA,English;French;One language other than English or French,4,3,Spanish,3,NA,NA,NA,NA,One language other than English or French,One language other than English or French,3,3,4,5,5,3,5,5,5,5,4,4,1,4,3,1,2,1,1,1,1,4,eng_192,4/1/2020
2020/09/24 11:02:12 pm CET,I agree,In Quebec,Richmond,Female,28,Bachelor’s degree (or equivalent),Customer Service Agent,English; French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-18,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,2,1,1,1,eng_193,2/1/2018
2020/09/25 12:56:58 am CET,I agree,In Quebec,Sept-Îles,Female,31,Cegep or DEP (or equivalent),Nurse,French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-17,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,French,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,5,4,4,5,4,5,4,1,4,4,3,4,3,2,5,3,2,4,eng_194,5/1/2017
2020/09/25 3:15:08 am CET,I agree,Outside of Canada,Bois-des-Filion,Male,36,Bachelor’s degree (or equivalent),Business Development Manager,Spanish,5,5,5,5,5,4,5,4,Spanish,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-17,Male,No,NA,With a partner who lives in the same household,Yes,Apr-12,NA,NA,NA,English;French;One language other than English or French,2,2,Spanish,5,NA,NA,NA,NA,One language other than English or French,One language other than English or French,5,5,5,5,5,5,5,5,3,5,5,4,2,3,2,2,2,3,2,1,2,1,eng_195,2/1/2017
2020/09/25 4:02:30 am CET,I agree,In Quebec,SEPT-ÎLES,Female,44,Bachelor’s degree (or equivalent),Translator/stenographer,French,5,5,5,5,5,5,5,5,French,5,5,5,5,English,5,5,5,5,Spanish,5,4,5,4,Dec-10,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,4,5,French,5,English,4,Spanish,2,French,French,5,4,4,5,5,5,5,5,3,5,3,4,1,1,1,1,1,1,1,1,1,1,eng_196,12/1/2010
2020/09/25 4:18:20 am CET,I agree,Outside of Quebec but in Canada,Trois-Rivières,Female,42,Cegep or DEP (or equivalent),Photographer,English,5,5,5,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-16,Male,No,NA,With a partner who lives in the same household,Yes,Apr-15,NA,NA,NA,English;French,5,1,NA,NA,NA,NA,NA,NA,English,French,5,5,5,5,5,5,5,5,3,1,1,3,1,1,1,1,1,1,1,1,1,1,eng_197,10/1/2016
2020/09/25 1:31:26 pm CET,I agree,Outside of Canada,Boucherville,Female,41,Master’s degree (or equivalent),Labratory  technition,Farsi ( perse),5,5,4,4,5,5,4,4,Farsi,5,5,5,5,English,5,5,4,4,French,4,4,4,3,May-10,Female,Yes,Dyslexy and  disorthography,With a partner who lives in the same household,Yes,Feb-07,NA,NA,NA,One language other than English or French,4,4,Farsi,4,English,3,French,3,One language other than English or French,English;French;One language other than English or French,5,5,3,5,5,5,5,5,5,5,5,3,4,4,4,1,2,1,3,1,4,4,eng_198,5/1/2010
2020/09/25 4:38:04 pm CET,I agree,Outside of Canada,Montreal,Female,30,Master’s degree (or equivalent),Student,Portuguese,5,5,5,5,3,3,4,3,Portuguese,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01//2019,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One language other than English or French,5,4,Portuguese,4,NA,NA,NA,NA,One language other than English or French,One language other than English or French,5,3,3,5,4,4,5,3,4,4,5,5,5,1,2,1,1,1,1,1,1,4,eng_199,1/1/2019
2020/09/25 4:57:18 pm CET,I agree,Outside of Canada,St besile de grand,Female,33,Bachelor’s degree (or equivalent),Director assistant,Mandarin and English,5,5,5,5,2,1,1,1,Mandarin,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-19,Female,No,NA,With a partner who lives in the same household,Yes,Feb-18,NA,NA,NA,English;French;One language other than English or French,5,4,Manderin,4,NA,NA,NA,NA,English,French,4,5,4,5,5,5,5,5,5,5,5,4,2,4,4,1,2,1,2,1,1,1,eng_200,9/1/2019
2020/09/25 5:19:40 pm CET,I agree,In Quebec,Beloeil,Female,27,Bachelor’s degree (or equivalent),Executive Director,French,5,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-19,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,3,5,NA,NA,NA,NA,NA,NA,French,French,5,5,5,5,5,3,1,5,3,5,4,3,5,5,4,2,2,1,1,1,1,4,eng_201,11/1/2019
2020/09/25 7:42:30 pm CET,I agree,In Quebec,SEPT-ÎLES,Female,32,Cegep or DEP (or equivalent),Unemployed,English,5,5,5,5,5,5,5,5,French,5,5,5,5,English,5,5,5,5,NA,NA,NA,NA,NA,Mar-19,Male,No,NA,With a partner who lives in the same household,Yes,Jul-16,NA,NA,NA,French,3,5,NA,NA,NA,NA,NA,NA,French,French,3,3,3,3,5,4,5,5,3,5,3,4,3,4,1,4,4,4,3,4,1,3,eng_202,3/1/2019
2020/09/25 9:37:42 pm CET,I agree,Outside of Quebec but in Canada,Montreal,Male,43,Master’s degree (or equivalent),Sports administrator,English,5,5,5,5,4,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-19,Male,No,NA,With a partner who lives in the same household,Yes,Apr-14,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English,English;French,5,5,5,2,5,5,4,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,eng_203,6/1/2019
2020/09/25 10:45:11 pm CET,I agree,Outside of Canada,montreal,Female,37,Master’s degree (or equivalent),Part-time faculty at a University,Spanish,5,5,5,5,4,3,4,3,Spanish,5,5,5,5,English,5,5,5,5,French,4,4,4,3,Aug-17,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One language other than English or French,2,1,Spanish,5,English,3,French,2,One language other than English or French,One language other than English or French,4,4,4,5,5,5,5,5,5,5,5,5,3,4,2,3,2,1,3,2,1,2,eng_204,8/1/2017
2020/09/26 12:01:32 am CET,I agree,In Quebec,Gaspé,Female,38,Master’s degree (or equivalent),Teacher,English; French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-11,Male,Yes,"Gifted IQ, ADHD",With a partner who lives in the same household,Yes,Feb-07,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,French,French,4,5,5,5,5,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,2,eng_205,9/1/2011
2020/09/26 1:14:00 am CET,I agree,Outside of Canada,Blainville,Female,38,Bachelor’s degree (or equivalent),Unemployed,Spanish,5,5,5,5,3,3,4,2,Spanish,5,5,5,5,English,5,5,5,5,French,3,3,4,2,Aug-18,Male,No,NA,With a partner who lives in the same household,Yes,Apr-14,May-16,NA,NA,One language other than English or French,4,2,Spanish,5,English,3,French,2,One language other than English or French,French;One language other than English or French,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,3,eng_206,8/1/2018
2020/09/26 1:43:15 am CET,I agree,In Quebec,Gaspe,Female,34,Bachelor’s degree (or equivalent),Dietitian,English,5,5,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-18,Female,No,NA,With a partner who lives in the same household,Yes,Jul-16,NA,NA,NA,English;French,5,2,NA,NA,NA,NA,NA,NA,English,French,3,3,4,5,5,5,5,5,5,5,4,5,3,5,3,3,1,1,2,1,1,3,eng_207,8/1/2018
2020/09/26 3:56:51 am CET,I agree,Outside of Canada,Senneville,Female,35,Master’s degree (or equivalent),Teacher,German,5,5,5,4,2,1,3,1,German,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-18,Female,No,NA,With a partner who lives in the same household,Yes,May-14,Jan-16,NA,NA,English;French;One language other than English or French,3,2,German,5,NA,NA,NA,NA,English,English,4,4,4,5,5,5,5,5,5,5,5,5,2,1,1,2,3,1,2,1,1,1,eng_208,12/1/2018
2020/09/26 12:28:20 pm CET,I agree,In Quebec,Gaspé,Female,34,Master’s degree (or equivalent),Audiologist,English,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19/06/2017,Male,No,NA,With a partner who lives in the same household,Yes,Aug-15,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,5,5,4,5,5,5,5,5,5,1,2,2,2,1,1,3,1,1,1,eng_209,6/1/2017
2020/09/26 12:32:39 pm CET,I agree,In Quebec,Saint.alphonse-rosriguez,Female,33,Cegep or DEP (or equivalent),Mother,English,5,5,5,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-19,Female,No,NA,With a partner who lives in the same household,Yes,Apr-18,Oct-10,Jul-08,NA,English,4,3,NA,NA,NA,NA,NA,NA,French,French,4,3,4,4,5,5,5,5,5,5,5,5,3,3,3,2,1,1,2,4,1,1,eng_210,9/1/2019
2020/09/26 2:26:39 pm CET,I agree,In Quebec,Deux-montagnes,Female,31,Cegep or DEP (or equivalent),early childhood educator,english and french,5,5,5,5,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-19,Female,No,NA,With a partner who lives in the same household,Yes,Feb-15,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English;French,English;French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,1,1,1,1,1,eng_211,7/1/2019
2020/09/26 4:06:23 pm CET,I agree,Outside of Canada,Montreal,Female,26,Bachelor’s degree (or equivalent),Social worker,Spanish,5,4,4,4,5,4,4,4,Spanish,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-19,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,One language other than English or French,2,2,Spanish,5,NA,NA,NA,NA,English;French;One language other than English or French,One language other than English or French,4,4,4,4,5,5,5,5,4,4,5,5,2,3,3,4,4,4,4,1,1,1,eng_212,8/1/2019
2020/09/28 4:26:23 pm CET,I agree,Outside of Canada,Saint-Lazare,Female,37,Cegep or DEP (or equivalent),Administrative Technician,Spanish,5,4,5,5,5,5,NA,4,Spanish,5,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-19,Male,No,NA,with partner and parents who live in the same household,Yes,Dec-19,NA,NA,NA,English;French;One language other than English or French,4,5,Spanish,4,NA,NA,NA,NA,French;One language other than English or French,French;One language other than English or French,2,2,3,1,5,5,5,5,5,5,3,5,4,3,4,5,5,5,5,5,5,1,eng_213,7/1/2019
2020/09/28 6:55:44 pm CET,I agree,Outside of Quebec but in Canada,Montreal,Female,42,Doctoral degree (PhD or MD),Associate Professor,English,5,5,5,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-17,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,4,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,5,4,4,5,4,5,4,4,5,1,2,2,2,1,1,1,1,1,1,eng_214,8/1/2017
2020/09/29 3:30:15 pm CET,I agree,Outside of Canada,Vaudreuil-Dorion,Female,28,Cegep or DEP (or equivalent),Stay at home mom,Russian,5,5,5,5,4,3,5,3,Russian,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-17,Female,No,NA,With a partner who lives in the same household,Yes,Mar-16,NA,NA,NA,English;French;One language other than English or French,5,3,Russian,2,NA,NA,NA,NA,English;French,English;French,5,4,4,5,5,5,5,5,4,5,3,5,1,2,1,1,1,1,2,1,1,1,eng_215,10/1/2017
2020/09/29 3:35:41 pm CET,I agree,Outside of Canada,Gatineau,Male,38,Bachelor’s degree (or equivalent),Program Manager,English,5,5,5,5,4,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/2018,Female,No,NA,With a partner who lives in the same household,Yes,Apr-16,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,English;French,English;French,3,3,3,3,5,4,5,5,5,5,4,4,3,3,3,1,3,2,2,1,1,1,eng_216,9/1/2018
2020/09/29 3:49:55 pm CET,I agree,In Quebec,Brossard,Female,41,Cegep or DEP (or equivalent),Administration at University,English;French,5,5,5,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-15,Female,I am not sure,"She had delayed speech due to hearing issues, we used sign language and finally had tubes put in her ears due to multiple infections.",With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English,English,5,5,5,5,5,5,3,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,eng_217,11/1/2015
2020/09/29 4:09:55 pm CET,I agree,Outside of Canada,Gatineau,Female,36,Bachelor’s degree (or equivalent),Non-profit Organization office director/project manager,English; Spanish,5,5,5,5,4,4,3,2,Spanish,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-17,Female,No,NA,With a partner who lives in the same household,Yes,Dec-12,Oct-15,NA,NA,English;French;One language other than English or French,5,4,Spanish,3,NA,NA,NA,NA,English;French,French,5,5,5,5,5,5,5,5,5,5,5,5,1,4,3,1,2,3,2,1,1,3,eng_218,11/1/2017
2020/09/29 4:21:59 pm CET,I agree,Outside of Canada,Kirkland,Female,40,Bachelor’s degree (or equivalent),Application engineer,Korean japanese,4,4,4,4,2,2,2,2,Korean,5,5,5,5,Japanese,5,5,5,5,NA,NA,NA,NA,NA,May-16,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English,5,2,Japanese,2,Korean,2,Amazight,2,English,English,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,eng_219,5/1/2016
2020/09/29 6:05:14 pm CET,I agree,In Quebec,Jonquière,Female,27,Bachelor’s degree (or equivalent),Maternity leave,French,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-20,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,4,3,NA,NA,NA,NA,NA,NA,English;French,English;French,5,4,5,5,5,3,5,5,5,4,5,3,2,4,1,1,2,1,1,1,1,1,eng_220,9/1/2020
2020/09/29 7:45:39 pm CET,I agree,In Quebec,Kirkland,Female,38,Bachelor’s degree (or equivalent),Healthcare professional,Italian,5,5,5,5,5,5,5,5,Italian,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-12,Male,No,NA,With a partner who lives in the same household,Yes,Nov-09,NA,NA,NA,English;French,5,3,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,5,3,5,5,5,5,3,5,5,1,1,5,1,1,5,1,5,1,eng_221,4/1/2012
2020/09/29 7:50:35 pm CET,I agree,In Quebec,Shefford,Female,30,Bachelor’s degree (or equivalent),Agent: Eastern Townships Partners for Health and Social Services,English,5,5,5,5,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-17,Male,No,NA,With a partner who lives in a different household,No,NA,NA,NA,NA,English;French,4,2,NA,NA,NA,NA,NA,NA,English,English,5,5,5,5,5,5,1,5,5,5,5,5,2,1,5,1,1,1,1,1,1,1,eng_222,1/1/2017
2020/09/29 8:04:02 pm CET,I agree,Outside of Canada,Montreal quebec,Female,38,Bachelor’s degree (or equivalent),Caregiver,Hiligaynon; Tagalog; English,5,5,5,5,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/30/2019,Male,No,NA,With a partner who lives in the same household,Yes,12/7/2006,2/3/2011,NA,NA,English;Several languages other than English or French,4,1,NA,NA,NA,NA,NA,NA,English;One language other than English or French,English;One language other than English or French,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,1,1,1,1,1,1,1,eng_223,7/1/2019
2020/09/29 8:16:07 pm CET,I agree,Outside of Canada,Montreal,Female,41,Doctoral degree (PhD or MD),Associate Professor,Spanish,5,5,5,5,5,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-16,Male,No,NA,With a partner who lives in the same household,Yes,May-12,NA,NA,NA,English;French;One language other than English or French,4,2,Spanish,5,NA,NA,NA,NA,English;One language other than English or French,English;One language other than English or French,4,4,5,5,5,5,5,5,5,5,5,4,1,2,2,1,1,1,1,1,1,1,eng_224,10/1/2016
2020/09/29 9:06:58 pm CET,I agree,Outside of Canada,Montreal (QC),Female,42,Doctoral degree (PhD or MD),Associate professor,German,5,3,5,4,5,5,5,4,German,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Apr-18,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;Several languages other than English or French,2,3,German,4,Italian,1,NA,NA,English;French,French;One language other than English or French,3,2,3,3,5,5,5,4,1,4,3,4,2,4,3,1,1,1,2,1,1,1,eng_225,4/1/2018
2020/09/29 10:22:25 pm CET,I agree,Outside of Canada,Montreal,Female,28,Master’s degree (or equivalent),Pharmacist,Cantonese,5,5,5,5,3,3,3,3,Cantonese,5,5,5,5,English,5,5,5,5,French,3,3,3,3,Jul-20,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French;One language other than English or French,3,1,Cantonese,3,English,3,French,1,English,French,4,3,3,5,3,5,5,4,4,3,4,3,5,5,5,5,5,5,5,3,3,3,eng_226,7/1/2020
2020/09/29 10:40:21 pm CET,I agree,In Quebec,Chicoutimi,Female,33,Bachelor’s degree (or equivalent),Logistic officer,French,5,4,5,3,5,5,5,5,Spanish,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-17,Male,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,3,Spanish,2,NA,NA,NA,NA,French,English,5,5,5,3,5,5,5,5,3,5,5,4,1,1,1,1,1,1,3,1,1,1,eng_227,2/1/2017
2020/09/30 2:04:24 am CET,I agree,In Quebec,Montreal,Female,31,Master’s degree (or equivalent),Landscape architect,french; english,5,5,5,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-18,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,4,NA,NA,NA,NA,NA,NA,English,English,5,5,5,3,5,5,5,5,NA,5,3,2,1,4,2,1,4,2,1,1,1,NA,eng_228,9/1/2018
2020/09/30 2:55:34 am CET,I agree,Outside of Quebec but in Canada,ste-catherine-de-la-j-c,Male,30,Cegep or DEP (or equivalent),NA,English,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-19,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,4,NA,NA,NA,NA,NA,NA,English;French,French,5,4,4,5,5,3,5,5,5,5,3,5,2,4,2,2,2,3,4,2,2,2,eng_229,5/1/2019
2020/09/30 4:22:46 am CET,I agree,In Quebec,Montreal,Female,37,Cegep or DEP (or equivalent),Proj coordinator,Spanish,5,5,5,5,5,5,5,5,Spanish,5,5,5,4,Chinese,2,2,1,1,NA,NA,NA,NA,NA,Mar-20,Male,No,NA,With a partner who lives in the same household,Yes,Nov-15,NA,NA,NA,French;One language other than English or French,1,2,Spanish,5,NA,NA,NA,NA,French,French,3,3,3,2,5,5,5,5,5,5,2,3,1,1,1,1,5,1,1,1,1,1,eng_230,3/1/2020
2020/09/30 1:17:53 pm CET,I agree,Outside of Quebec but in Canada,Jonquiere Quebec (Saguenay lac st jean),Female,34,Bachelor’s degree (or equivalent),English teacher,English,5,5,5,5,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-15,Female,No,NA,With a partner who lives in the same household,No,NA,NA,NA,NA,English;French,5,5,NA,NA,NA,NA,NA,NA,English;French,French,5,5,4,5,5,5,5,5,5,5,5,5,2,4,1,1,2,2,2,1,1,1,eng_231,11/1/2015
2020/09/30 1:45:22 pm CET,I agree,Outside of Canada,Saguenay Lac-Saint-Jean,Female,36,Bachelor’s degree (or equivalent),Executive Director,Swiss-German,5,5,5,4,4,5,4,4,German,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-18,Female,No,NA,With a partner who lives in the same household,Yes,Jan-16,NA,NA,NA,English;French;One language other than English or French,5,5,Swiss-German,5,NA,NA,NA,NA,English,English,5,4,4,3,5,5,5,5,5,5,4,4,1,2,2,1,1,1,1,1,1,1,eng_232,10/1/2018
