timestamp,consent,birthplace,address,gender,parent_age,education,occupation,parent1_L1,eng_und,eng_spk,eng_read,eng_write,fr_und,fr_spk,fr_read,fr_write,parent1_OL1,ol1_und,ol1_spk,ol1_read,ol1_write,parent1_OL2,ol2_und,ol2_spk,ol2_read,ol2_write,parent1_OL3,ol3_und,ol3_spk,ol3_read,ol3_write,child_dob,child_sex,langdevissue_yn,langdevissue_details,family_config,oldersib_yn,sib1_dob,sib2_dob,sib3_dob,sibX_dobs,child_languages,eng_freq,fr_freq,ol1_used,ol1_freq,ol2_used,ol2_freq,ol3_used,ol3_freq,between_caregivers,caregiver2_used,view_betterlearner,view_reasoning,view_schoolsuccess,view_heritage,view_employment,view_better_lang_learning,view_comm_family,view_compete_jobs,view_full_comm_member,view_success_workworld,view_flex_think,view_belong_social,concern_general,concern_exposure,concern_help,concern_challenging,concern_confused,concern_distinguish,concern_shrt_delay,concern_lng_prob,concern_prep_school,concern_fluent,id,clean_dobs
2020/10/03 8:20:25 pm CET,J'accepte,À l’extérieur du Canada,Laval,Féminin,41,Baccalauréat (ou équivalent),Infirmière,Roumain,3,2,3,2,5,5,5,5,Roumain,5,5,5,5,Russe,5,5,5,5,NA,NA,NA,NA,NA,Dec-19,Féminin,Non,NA,Avec mon mari qui est le père de l'enfant,Oui,6-Jul,Aug-10,NA,NA,Une autre langue que l’anglais ou le français,1,3,Roumain,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,3,5,5,5,5,5,5,5,5,5,5,5,4,2,1,1,2,3,1,3,1,fr_113,12/1/2019
2020/10/03 9:49:36 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,39,Maîtrise (ou équivalent),Agronome,Arabe et français,3,3,4,3,5,5,5,5,Arabe,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,May-13,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Arabe,4,NA,NA,NA,NA,Français,Français,4,3,4,5,5,5,5,5,4,4,5,5,1,4,1,1,2,2,1,1,2,3,fr_114,11/1/2017
2020/10/03 11:04:20 pm CET,J'accepte,Au Québec,Rigaud,Féminin,42,Baccalauréat (ou équivalent),Intervenante,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Dec-09,Apr-12,Jun-14,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,5,Portuguais,1,NA,NA,NA,NA,Français,Anglais;Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,1,5,4,1,1,1,1,1,1,4,fr_115,7/1/2018
2020/10/04 12:15:00 am CET,J'accepte,Au Québec,St-Hubert,Féminin,32,CÉGEP ou DEP (ou équivalent),Directrice au recouvrement,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,Apr-20,Anglais;Français;Une autre langue que l’anglais ou le français,3,3,Espagnol,3,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,4,4,4,5,4,5,5,4,4,4,5,5,1,1,1,3,1,1,3,1,3,2,fr_116,5/1/2017
2020/10/04 3:11:17 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,37,Baccalauréat (ou équivalent),Éducatrice en service de garde,Espagnol,5,5,5,5,5,5,4,3,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,May-03,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,4,Espagnol,5,NA,NA,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,Français,5,4,4,5,5,5,5,5,5,5,5,5,1,2,2,2,1,1,1,1,1,1,fr_117,6/1/2017
2020/10/04 3:28:04 am CET,J'accepte,Au Québec,Alma,Féminin,33,Baccalauréat (ou équivalent),Intervenante,Français,3,3,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-20,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,3,Espagnol,3,Français,3,NA,NA,Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,4,4,4,5,4,5,5,4,3,4,5,5,3,5,3,1,1,1,1,1,1,1,fr_118,3/1/2020
2020/10/04 4:11:44 am CET,J'accepte,À l’extérieur du Canada,Brossard,Féminin,32,Maîtrise (ou équivalent),Professionnel de la santé,Arabe,5,3,4,3,5,5,5,5,Arabe,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,5,5,Arabe (dialecte maghrébin),5,Arabe (dialecte moyen orient),4,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,Anglais;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,1,2,2,1,1,1,3,fr_119,12/1/2019
2020/10/04 1:12:51 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,33,CÉGEP ou DEP (ou équivalent),representante auxiliaire,lingala,4,4,4,4,5,5,5,5,lingala,5,5,4,4,français,5,5,5,5,NA,NA,NA,NA,NA,20-Feb,Masculin,Non,NA,Avec mon/mes parent(s) qui vit/vivent dans le même foyer,Non,NA,NA,NA,NA,Une autre langue que l’anglais ou le français,2,3,lingala,4,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,3,4,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,fr_120,2/1/2020
2020/10/04 2:26:18 pm CET,J'accepte,À l’extérieur du Canada,Laval,Féminin,37,Baccalauréat (ou équivalent),Infirmiere,Espagnol,3,3,4,3,4,4,5,4,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Feb-13,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,1,2,Espagnol,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,4,5,5,4,5,5,5,5,5,5,2,4,5,3,2,2,1,1,2,1,fr_121,8/1/2018
2020/10/04 3:12:43 pm CET,J'accepte,Au Québec,Gaspé,Féminin,39,Baccalauréat (ou équivalent),Directrice publicité,Français,5,4,4,3,5,5,5,5,Français,5,5,5,5,Anglais,5,4,4,3,NA,NA,NA,NA,NA,Nov-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,3,3,NA,NA,NA,NA,NA,NA,Français,Anglais,5,5,5,5,5,5,3,5,3,5,4,4,1,1,1,1,1,2,3,1,1,1,fr_122,11/1/2018
2020/10/04 3:54:53 pm CET,J'accepte,À l’extérieur du Canada,Saint-Philippe,Féminin,35,CÉGEP ou DEP (ou équivalent),Technicienne comptable,Espagnol,4,2,4,4,5,5,5,5,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,2,Espagnol,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,3,4,1,2,1,fr_123,7/1/2017
2020/10/04 5:55:56 pm CET,J'accepte,Au Québec,Gatineau,Autre,29,Baccalauréat (ou équivalent),Traductrice,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,4,4,Espagnol,2,Allemand,2,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,Anglais;Français;Plusieurs langues autres que l’anglais ou le français,5,5,5,4,5,5,5,5,5,5,5,4,1,1,2,1,1,1,2,1,1,2,fr_125,11/1/2018
2020/10/04 7:52:48 pm CET,J'accepte,Au Québec,Montréal,Féminin,41,Maîtrise (ou équivalent),Enseignante au secondaire,Français,5,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jun-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Jul-03,Sep-06,May-08,NA,Anglais;Français,1,5,NA,NA,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,fr_126,6/1/2017
2020/10/04 10:16:53 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,32,Baccalauréat (ou équivalent),Agente de voyage,Arabe; français; anglais; chinois,5,4,4,4,5,5,5,5,Arabe,5,5,5,5,Chinois,4,4,1,1,NA,NA,NA,NA,NA,Sep-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,4,Arabe,4,Chinoi,3,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,4,5,5,4,1,1,1,1,1,1,1,1,1,1,fr_127,9/1/2019
2020/10/04 10:23:56 pm CET,J'accepte,À l’extérieur du Québec mais au Canada,Pont rouge,Féminin,34,Secondaire (ou équivalent),Femme de foyer,Anglais francais,5,5,5,5,5,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-13,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Mar-20,NA,NA,NA,Anglais;Français,3,5,NA,NA,NA,NA,NA,NA,Français,Anglais;Français,5,5,5,3,5,3,5,3,3,5,3,3,3,3,1,2,1,1,1,1,1,1,fr_128,3/1/2013
2020/10/05 12:46:24 am CET,J'accepte,Au Québec,Valleyfield,Féminin,35,Baccalauréat (ou équivalent),Travailleuse sociale,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jul-20,Féminin,Non,NA,Avec un(e) partenaire qui vit dans un autre foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,5,3,Español,3,NA,NA,NA,NA,Anglais,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,4,3,4,1,2,4,fr_129,7/1/2020
2020/10/05 1:56:31 am CET,J'accepte,Au Québec,Les Coteaux,Féminin,30,Baccalauréat (ou équivalent),Agente en développement commercial,Français,3,3,4,3,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-20,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,4,Espagnol,3,NA,NA,NA,NA,Anglais;Français,Une langue autre que l’anglais ou le français,3,3,3,5,5,4,5,5,5,5,3,5,5,5,5,3,3,3,3,3,3,3,fr_130,8/1/2020
2020/10/05 1:56:58 am CET,J'accepte,Au Québec,Farnham,Féminin,33,Baccalauréat (ou équivalent),Services financier,Francais,5,5,5,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,4,4,Inuktitut,2,NA,NA,NA,NA,Anglais,Anglais;Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,1,1,3,3,3,1,1,fr_131,11/1/2019
2020/10/05 2:24:01 am CET,J'accepte,À l’extérieur du Canada,Longueuil,Féminin,33,Maîtrise (ou équivalent),Directrice de projets,Néerlandais,5,5,5,5,5,5,5,5,Néerlandais,5,5,5,5,Allemand,3,1,3,1,NA,NA,NA,NA,NA,Nov-19,Féminin,Oui,Née avec fente labiale et palatine,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,2,4,Néerlandais,4,NA,NA,NA,NA,Anglais;Français,Anglais;Français,5,5,5,5,5,5,5,5,3,5,5,4,5,5,5,2,2,4,2,1,1,4,fr_132,11/1/2019
2020/10/05 3:35:54 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,32,Maîtrise (ou équivalent),Sans emploi,Kabyle; français,4,3,5,4,5,5,5,5,Kabyle,5,5,5,5,Français,5,5,5,5,Anglais,4,3,5,4,Aug-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Sœur 02/2016,Frère 08/2018,NA,NA,Français;Une autre langue que l’anglais ou le français,1,4,Kabyle,4,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,4,3,4,5,5,4,5,4,5,5,5,5,2,2,2,1,1,1,2,1,1,2,fr_133,8/1/2018
2020/10/05 2:17:07 pm CET,J'accepte,Au Québec,Montreal,Féminin,34,Baccalauréat (ou équivalent),travailleuse sociale professionelle,Anglais et français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,3,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Français,5,4,5,5,5,4,5,5,5,5,4,5,5,5,4,1,1,2,1,1,1,2,fr_134,9/1/2017
2020/10/05 2:50:07 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,31,Maîtrise (ou équivalent),géologue,français,4,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sep-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,5,Language des signes,4,NA,NA,NA,NA,Français,Français,3,3,3,3,3,2,4,4,3,4,4,3,1,4,1,1,2,1,1,1,1,1,fr_135,9/1/2019
2020/10/05 2:59:03 pm CET,J'accepte,Au Québec,LaSalle,Féminin,39,CÉGEP ou DEP (ou équivalent),Adjointe administrative,Français anglais,5,5,5,5,5,5,5,5,Français,5,5,5,5,Anglais,5,5,5,5,NA,NA,NA,NA,NA,Sep-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Oct-14,NA,NA,NA,Anglais;Français,4,5,Français,5,Anglais,4,NA,NA,Anglais;Français,Anglais;Français,5,3,3,5,5,5,5,5,3,5,5,3,1,1,1,1,1,1,1,1,1,1,fr_136,9/1/2017
2020/10/05 3:36:33 pm CET,J'accepte,Au Québec,Mont-Laurier,Féminin,36,Baccalauréat (ou équivalent),Ingénieure Industriel,français,4,4,5,4,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-16,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Dec-13,NA,NA,NA,Anglais;Français,3,5,NA,NA,NA,NA,NA,NA,Anglais,Anglais,4,4,3,4,5,4,5,3,2,4,4,4,1,1,1,1,1,2,1,1,1,1,fr_137,12/1/2016
2020/10/05 6:07:40 pm CET,J'accepte,Au Québec,Lachine,Féminin,34,CÉGEP ou DEP (ou équivalent),sans emploi,français,5,5,5,5,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-16,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Dec-07,Jun-13,NA,NA,Anglais;Français,2,5,NA,NA,NA,NA,NA,NA,Français,Français,5,4,5,5,5,4,3,3,1,3,3,4,2,2,1,1,1,3,3,2,3,3,fr_138,5/1/2016
2020/10/05 8:39:45 pm CET,J'accepte,Au Québec,Montréal,Féminin,38,Baccalauréat (ou équivalent),Rédactrice,Francais,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,May-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français,2,5,NA,NA,NA,NA,NA,NA,Français,Anglais,4,4,4,4,5,4,5,5,4,5,4,4,1,1,1,1,1,1,1,1,1,1,fr_139,5/1/2017
2020/10/05 11:17:59 pm CET,J'accepte,Au Québec,Montréal,Autre,26,CÉGEP ou DEP (ou équivalent),Étudiant,Français,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nov-18,Féminin,Je ne suis pas certain(e),En cours de diagnostic,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,5,3,Arabe,2,NA,NA,NA,NA,Anglais;Français,Anglais;Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,3,5,5,5,4,4,4,3,5,5,5,5,1,4,fr_140,11/1/2018
2020/10/06 12:25:17 am CET,J'accepte,À l’extérieur du Canada,Saint-Remis,Féminin,25,Secondaire (ou équivalent),Mère à la maison,Espagnol,4,4,4,3,5,5,5,4,Espagnol,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Jan-17,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,3,5,Espagnol,5,NA,NA,NA,NA,Français,Anglais;Français,5,1,5,5,5,5,5,5,1,1,5,5,1,1,1,1,1,1,1,1,1,1,fr_142,8/1/2018
2020/10/06 1:40:57 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,34,Baccalauréat (ou équivalent),Directrice trésorerie - congé dés maternité,Espagnol et français,5,5,5,5,5,5,5,5,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Nov-15,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,3,5,Espagnol,4,Créole (ste-Lucie),5,NA,NA,Anglais,Anglais;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,3,5,5,3,1,1,1,1,1,1,1,1,1,1,fr_143,7/1/2020
2020/10/06 2:17:22 am CET,J'accepte,À l’extérieur du Canada,Laval,Féminin,43,Doctorat (PhD ou MD),Psychologue,Arabe,5,5,5,5,5,5,5,5,Arabe,5,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-16,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,May-12,NA,NA,Oct-16,Anglais;Français;Une autre langue que l’anglais ou le français,4,5,Arabe,4,NA,NA,NA,NA,Anglais;Une langue autre que l’anglais ou le français,Anglais;Français;Une langue autre que l’anglais ou le français,3,2,2,3,4,4,3,4,5,4,4,4,1,1,1,1,1,1,1,1,1,1,fr_144,10/1/2016
2020/10/06 2:41:05 am CET,J'accepte,À l’extérieur du Canada,"Lanaudiere, lavaltrie",Féminin,40,Baccalauréat (ou équivalent),infirmière,espagnol,3,3,4,3,5,5,5,5,espagnol,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dec-15,Féminin,Non,NA,Avec un(e) partenaire qui vit dans un autre foyer,Oui,Oct-01,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,espagnol,4,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,1,1,5,5,5,5,5,1,1,3,5,1,3,1,1,2,1,1,1,3,4,fr_145,12/1/2015
2020/10/06 3:20:03 am CET,J'accepte,À l’extérieur du Canada,Québec,Féminin,38,Maîtrise (ou équivalent),Bibliothécaire,Espagnol,5,5,5,5,5,5,5,5,Espagnol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Oct-14,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,3,NA,NA,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Français,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,fr_146,10/1/2019
2020/10/06 3:35:16 am CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,26,Secondaire (ou équivalent),Vendeuse,Espagnole,5,5,5,5,5,5,5,5,Espagnole,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-16,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,12-Nov,NA,NA,NA,Anglais;Français;Une autre langue que l’anglais ou le français,5,5,Espagnole,5,NA,NA,NA,NA,Anglais,Anglais,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,fr_147,2/1/2016
2020/10/06 4:09:09 pm CET,J'accepte,À l’extérieur du Canada,Québec,Féminin,39,CÉGEP ou DEP (ou équivalent),Infirmière,Espagnol,2,2,2,2,4,4,4,4,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jan-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Soeur 02/2008,Frère 11/2009,Soeur 12/2010,Frère 6/2018,Français;Une autre langue que l’anglais ou le français,2,5,Espagnol,5,NA,NA,NA,NA,Anglais;Français;Une langue autre que l’anglais ou le français,Anglais,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,1,1,1,1,1,1,1,fr_149,1/1/2017
2020/10/06 4:56:06 pm CET,J'accepte,Au Québec,Gatineau,Féminin,32,Maîtrise (ou équivalent),Coordonatrice à la formation et l’assurance de la qualité,Français; Anglais,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aug-19,Masculin,Non,NA,Seul(e),Non,NA,NA,NA,NA,Anglais;Français,2,4,NA,NA,NA,NA,NA,NA,Anglais;Français,Français,3,4,4,5,5,5,5,5,5,5,3,5,1,2,1,1,1,2,4,1,1,2,fr_150,8/1/2019
2020/10/06 5:22:40 pm CET,J'accepte,À l’extérieur du Canada,Montréal,Féminin,39,Baccalauréat (ou équivalent),Infirmière,Espagnole,4,3,4,3,5,5,5,5,Espagnole,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mar-18,Féminin,Non,NA,Avec un(e) partenaire qui vit dans un autre foyer,Oui,Jan-09,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Espagnole,5,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,4,4,4,5,4,4,1,2,1,1,1,1,2,1,1,2,fr_151,3/1/2018
2020/10/06 7:08:04 pm CET,J'accepte,À l’extérieur du Canada,Laval,Féminin,32,Doctorat (PhD ou MD),Hygieniste dentaire,Arabe,2,2,3,2,5,5,5,5,Arabe,5,5,5,5,Français,5,5,5,5,Anglais,2,2,2,2,Jan-17,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Une autre langue que l’anglais ou le français,4,2,Anglais,4,Arabe,3,Francais,1,Une langue autre que l’anglais ou le français,Anglais,5,5,5,5,5,3,5,4,4,4,4,5,1,4,4,1,1,1,1,1,1,3,fr_152,1/1/2017
2020/10/06 7:21:39 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,36,Baccalauréat (ou équivalent),Adjointe administrative,"Arabe, Francais",4,3,3,2,5,5,5,5,Arabe,5,4,1,1,Français,5,5,5,5,NA,NA,NA,NA,NA,Jan-19,Féminin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Oct-12,May-16,NA,NA,Français;Une autre langue que l’anglais ou le français,2,5,Arabe,2,Français,5,Anglais,2,Anglais;Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,4,5,5,4,1,3,2,4,3,4,4,4,2,3,fr_153,1/1/2019
2020/10/06 9:04:01 pm CET,J'accepte,À l’extérieur du Canada,Montreal,Féminin,34,Maîtrise (ou équivalent),Consultant IT,ESPAGNOL,4,4,4,4,5,5,5,5,Portugues,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Non,NA,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,2,4,Portugais,4,Espagnol,4,NA,NA,Plusieurs langues autres que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,3,3,5,1,1,1,fr_154,10/1/2017
2020/10/06 10:33:34 pm CET,J'accepte,À l’extérieur du Canada,saint-hubert,Féminin,26,CÉGEP ou DEP (ou équivalent),étudiante,"Dari(afghan), perse",4,4,4,4,4,4,4,4,Dari,5,4,5,4,perse,5,4,5,5,NA,NA,NA,NA,NA,Aug-18,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Nov-20,NA,NA,NA,Anglais;Français;Plusieurs langues autres que le français ou l’anglais,2,3,Dari,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,3,3,4,5,3,5,5,5,5,3,5,4,5,3,5,5,3,5,3,4,5,fr_155,8/1/2018
2020/10/06 11:01:30 pm CET,J'accepte,À l’extérieur du Canada,Laval,Féminin,34,CÉGEP ou DEP (ou équivalent),Éducatrice,Arabe,3,2,3,2,5,5,5,5,Arabe,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oct-19,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,May-09,NA,NA,NA,Français;Une autre langue que l’anglais ou le français,1,5,Arabe,5,NA,NA,NA,NA,Français;Une langue autre que l’anglais ou le français,Français;Une langue autre que l’anglais ou le français,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,1,1,1,fr_156,10/1/2019
2020/10/06 11:41:40 pm CET,J'accepte,À l’extérieur du Canada,Victoriaville,Féminin,41,Baccalauréat (ou équivalent),Employé,Espagnol,3,3,3,3,4,4,4,4,Espagnol,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Feb-17,Masculin,Non,NA,Avec un(e) partenaire qui vit dans le même foyer,Oui,Oct-96,Dec-09,NA,NA,Une autre langue que l’anglais ou le français,2,4,Espagnol,5,NA,NA,NA,NA,Une langue autre que l’anglais ou le français,Une langue autre que l’anglais ou le français,5,5,4,5,5,5,5,4,4,4,3,4,1,2,2,2,2,2,2,2,2,1,fr_157,2/1/2017
